"periodo","hora_inicio","hora_fin","usuario","materia","es_clase","dia_semana","id","created_date","updated_date","created_by_id","is_sample"
"Agosto–Diciembre 2026","11:56","13:56","6a7ea0b518e1407f1d5c99ea","","true","Lunes","6a7eae0ca3a3ac28b50cbe95","2026-08-14T05:56:28.596000","2026-08-14T05:56:28.596000","6a7ea0b518e1407f1d5c99ea","false"
