"area","fecha","motivo","medida","categoria","registrado_por","retirado_por","cantidad","actividad","registrado_por_nombre","id","created_date","updated_date","created_by_id","is_sample"
"","2026-08-14","VENTA","unidades","Computadoras y Periféricos","6a7e9be6321b11bdda3d2ef5","","2","","UCP ECO","6a7f41da59ad97d1a6faf450","2026-08-14T16:27:06.122000","2026-08-14T16:27:06.122000","6a7e9be6321b11bdda3d2ef5","false"
