"tipo","ubicacion","fecha_expiracion","escaneos","creado_por","nombre","url","actividad","activo","id","created_date","updated_date","created_by_id","is_sample"
"general","preuba","2026-08-14","0","6a7e9be6321b11bdda3d2ef5","QR - preuba","https://preview--ucp-servicio-social-tracker-copy-da3d2ef4.base44.app/fichar?area=preuba&exp=2026-08-14","","true","6a7f40387ec43ae0b22cae95","2026-08-14T16:20:08.893000","2026-08-14T16:20:08.893000","6a7e9be6321b11bdda3d2ef5","false"
