"descripcion","material","medida","subcategoria","tipo_proveedor","categoria","fecha_recepcion","proveedor","cantidad","creado_por","tipo_registro","id","created_date","updated_date","created_by_id","is_sample"
"","Tablet","unidades","Equipos de Cómputo","empresa","Computadoras y Periféricos","2026-08-14","DA","2","6a7e9be6321b11bdda3d2ef5","articulo","6a7f41b9ebb79069d987e8ac","2026-08-14T16:26:33.358000","2026-08-14T16:26:33.358000","6a7e9be6321b11bdda3d2ef5","false"
